DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/03/2018,12:20,,,40.608803,-74.14718,"(40.608803, -74.14718)",,,654       WILLOWBROOK ROAD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,12:23,,,40.624653,-73.99933,"(40.624653, -73.99933)",14 AVENUE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874744,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,12:30,MANHATTAN,10001,40.750828,-74.00189,"(40.750828, -74.00189)",10 AVENUE                       ,WEST 28 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3876224,BU,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:30,MANHATTAN,10025,,,,W 112th St                      ,BROADWAY,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Other Vehicular,,,,3874796,TK,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:30,,,40.76397,-73.73738,"(40.76397, -73.73738)",248 STREET                      ,DEEPDALE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874778,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:30,,,40.584774,-73.96011,"(40.584774, -73.96011)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3879675,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,12:30,,,40.665977,-73.84157,"(40.665977, -73.84157)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874833,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,12:35,QUEENS,11691,40.605335,-73.75528,"(40.605335, -73.75528)",MOTT AVENUE                     ,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874393,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,12:40,,,40.844795,-73.92445,"(40.844795, -73.92445)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3875374,DS,PASSENGER VEHICLE,,,
04/03/2018,12:40,,,40.775246,-73.94763,"(40.775246, -73.94763)",YORK AVENUE                     ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3874505,PICK-UP TRUCK,TAXI,,,
04/03/2018,12:45,QUEENS,11375,40.7197,-73.855835,"(40.7197, -73.855835)",YELLOWSTONE BOULEVARD           ,FLEET STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874705,PASSENGER VEHICLE,,,,
04/03/2018,12:45,QUEENS,11385,40.696953,-73.89619,"(40.696953, -73.89619)",,,60-16     SAINT FELIX AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874249,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,12:45,,,40.825756,-73.95094,"(40.825756, -73.95094)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3875049,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/03/2018,12:45,,,40.74327,-73.961464,"(40.74327, -73.961464)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3874939,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,12:45,,,40.74327,-73.961464,"(40.74327, -73.961464)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875202,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:50,BRONX,10467,40.882988,-73.85834,"(40.882988, -73.85834)",,,839       EAST 220 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877558,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,12:50,MANHATTAN,10018,40.755554,-73.98982,"(40.755554, -73.98982)",,,274       WEST 40 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874902,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:50,STATEN ISLAND,10306,40.57201,-74.146996,"(40.57201, -74.146996)",RICHMOND ROAD                   ,ARTHUR KILL ROAD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3874373,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,12:56,,,,,,BEDFORD PARK BOULEVARD          ,PAUL AVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875738,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/03/2018,13:00,QUEENS,11101,40.749897,-73.93782,"(40.749897, -73.93782)",QUEENS PLAZA NORTH              ,29 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874724,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:00,QUEENS,11363,40.76229,-73.75711,"(40.76229, -73.75711)",NORTHERN BOULEVARD              ,CROSS ISLAND PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:00,STATEN ISLAND,10301,40.64002,-74.09429,"(40.64002, -74.09429)",,,200       LAFAYETTE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874813,PASSENGER VEHICLE,,,,
04/03/2018,13:00,,,,,,RIVERSIDE DRIVE                 ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874959,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:00,BRONX,10455,40.81449,-73.90223,"(40.81449, -73.90223)",BECK STREET                     ,SAINT JOHN AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3874293,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:00,BROOKLYN,11217,40.681503,-73.974236,"(40.681503, -73.974236)",6 AVENUE                        ,DEAN STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3876237,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,13:04,,,40.747627,-73.976746,"(40.747627, -73.976746)",EAST 37 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874865,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:05,BROOKLYN,11211,40.703377,-73.95801,"(40.703377, -73.95801)",,,166       HEWES STREET                  ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3883358,PASSENGER VEHICLE,TK,,,
04/03/2018,13:06,STATEN ISLAND,10304,40.600662,-74.092514,"(40.600662, -74.092514)",,,1076      RICHMOND ROAD                 ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3874645,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:08,MANHATTAN,10033,40.850414,-73.93455,"(40.850414, -73.93455)",WADSWORTH AVENUE                ,WEST 182 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874785,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
04/03/2018,13:10,BROOKLYN,11233,40.67619,-73.9081,"(40.67619, -73.9081)",ATLANTIC AVENUE                 ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874729,SPORT UTILITY / STATION WAGON,TK,,,
04/03/2018,13:10,MANHATTAN,10028,40.7756,-73.956345,"(40.7756, -73.956345)",3 AVENUE                        ,EAST 81 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3877807,TAXI,,,,
04/03/2018,13:12,BROOKLYN,11231,40.67236,-74.01123,"(40.67236, -74.01123)",,,1         BEARD STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3876247,PICK-UP TRUCK,,,,
04/03/2018,13:15,BROOKLYN,11214,40.598766,-74.00075,"(40.598766, -74.00075)",CROPSEY AVENUE                  ,21 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874545,PASSENGER VEHICLE,TK,,,
04/03/2018,13:15,QUEENS,11385,40.695526,-73.90395,"(40.695526, -73.90395)",WYCKOFF AVENUE                  ,STEPHEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874786,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:15,,,40.806477,-73.908455,"(40.806477, -73.908455)",BRUCKNER BOULEVARD              ,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Aggressive Driving/Road Rage,,,,3874386,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:17,BROOKLYN,11203,40.64668,-73.92403,"(40.64668, -73.92403)",BEVERLEY ROAD                   ,EAST 56 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3874634,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,13:20,BROOKLYN,11233,40.67619,-73.9081,"(40.67619, -73.9081)",ATLANTIC AVENUE                 ,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874274,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,13:20,,,40.666035,-73.7592,"(40.666035, -73.7592)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3874364,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:24,MANHATTAN,10032,40.839596,-73.941956,"(40.839596, -73.941956)",,,616       WEST 165 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874974,TAXI,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:25,,,40.853474,-73.906456,"(40.853474, -73.906456)",EAST BURNSIDE AVENUE            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874285,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:30,STATEN ISLAND,10306,40.575882,-74.11029,"(40.575882, -74.11029)",EDISON STREET                   ,BRYANT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874378,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,13:30,,,,,,LONG ISLAND EXPRESSWAY          ,midtown tunnel,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3874282,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
04/03/2018,13:37,MANHATTAN,10001,40.745575,-73.98749,"(40.745575, -73.98749)",,,9         WEST 29 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3874898,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
04/03/2018,13:42,BRONX,10451,40.817387,-73.92277,"(40.817387, -73.92277)",EAST 149 STREET                 ,MORRIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874385,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,13:42,,,40.759617,-73.961975,"(40.759617, -73.961975)",EAST 59 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3878118,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:44,MANHATTAN,10012,40.72032,-73.99404,"(40.72032, -73.99404)",DELANCEY STREET                 ,BOWERY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874946,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,13:45,BRONX,10475,40.879948,-73.82339,"(40.879948, -73.82339)",COOP CITY BOULEVARD             ,PEARTREE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874425,PASSENGER VEHICLE,,,,
04/03/2018,13:45,BROOKLYN,11235,40.58852,-73.942566,"(40.58852, -73.942566)",,,2624      EAST 27 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874427,PASSENGER VEHICLE,,,,
04/03/2018,13:45,MANHATTAN,10013,40.715664,-74.00809,"(40.715664, -74.00809)",,,99        READE STREET                  ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3876416,SPORT UTILITY / STATION WAGON,AM,,,
04/03/2018,13:45,QUEENS,11416,40.684776,-73.84422,"(40.684776, -73.84422)",101 AVENUE                      ,97 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3874300,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:45,,,40.76042,-73.928856,"(40.76042, -73.928856)",29 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3876028,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,13:49,MANHATTAN,10009,40.733814,-73.97722,"(40.733814, -73.97722)",,,510       EAST 20 STREET                ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3874506,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:50,,,40.74886,-73.93755,"(40.74886, -73.93755)",QUEENS PLAZA SOUTH              ,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874722,GG,SPORT UTILITY / STATION WAGON,,,
04/03/2018,13:50,QUEENS,11691,40.604782,-73.754005,"(40.604782, -73.754005)",MOTT AVENUE                     ,BEACH 22 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3874394,BICYCLE,,,,
04/03/2018,13:55,BROOKLYN,11233,40.676502,-73.91394,"(40.676502, -73.91394)",,,2186      ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3875538,PASSENGER VEHICLE,TK,,,
04/03/2018,14:00,BROOKLYN,11201,40.689144,-73.99071,"(40.689144, -73.99071)",ATLANTIC AVENUE                 ,BOERUM PLACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3875278,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:00,BROOKLYN,11208,40.680016,-73.87743,"(40.680016, -73.87743)",ATLANTIC AVENUE                 ,LOGAN STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874301,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/03/2018,14:00,BROOKLYN,11224,40.57858,-73.9884,"(40.57858, -73.9884)",NEPTUNE AVENUE                  ,WEST 21 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3875236,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,14:00,BROOKLYN,11236,40.63947,-73.902756,"(40.63947, -73.902756)",AVENUE J                        ,EAST 92 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874914,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:00,MANHATTAN,10023,40.772022,-73.979805,"(40.772022, -73.979805)",,,10        WEST 65 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3875614,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:00,MANHATTAN,10036,40.756035,-73.98695,"(40.756035, -73.98695)",7 AVENUE                        ,WEST 42 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874477,PASSENGER VEHICLE,,,,
04/03/2018,14:10,MANHATTAN,10038,40.708122,-74.00097,"(40.708122, -74.00097)",,,250       FRONT STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3875194,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:10,QUEENS,11354,40.769604,-73.828636,"(40.769604, -73.828636)",31 DRIVE                        ,140 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3875336,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/03/2018,14:10,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,3875369,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:11,QUEENS,11004,40.74351,-73.717415,"(40.74351, -73.717415)",LITTLE NECK PARKWAY             ,80 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874366,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:15,MANHATTAN,10036,40.75996,-73.988365,"(40.75996, -73.988365)",,,300       WEST 46 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874498,DS,PASSENGER VEHICLE,,,
04/03/2018,14:15,QUEENS,11422,40.636787,-73.74057,"(40.636787, -73.74057)",1 STREET                        ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3876421,PASSENGER VEHICLE,DS,,,
04/03/2018,14:15,,,40.85206,-73.82664,"(40.85206, -73.82664)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874482,TK,PK,,,
04/03/2018,14:15,,,,,,SHORE PARKWAY                   ,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874433,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:15,,,40.62459,-74.13656,"(40.62459, -74.13656)",,,1453      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874264,SPORT UTILITY / STATION WAGON,DS,,,
04/03/2018,14:15,QUEENS,11106,40.763416,-73.92844,"(40.763416, -73.92844)",BROADWAY                        ,CRESCENT STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3874437,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,14:15,QUEENS,11373,40.74297,-73.88299,"(40.74297, -73.88299)",,,81-37     BROADWAY                      ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3874399,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:15,,,,,,grand central seevice road      ,164 street,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3875153,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,
04/03/2018,14:17,MANHATTAN,10011,40.744015,-74.00851,"(40.744015, -74.00851)",11 AVENUE                       ,WEST 16 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3876236,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:19,BRONX,10469,40.87788,-73.8448,"(40.87788, -73.8448)",BOSTON ROAD                     ,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3883808,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:19,MANHATTAN,10001,40.87788,-73.8448,"(40.87788, -73.8448)",WEST 30 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874489,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:20,BROOKLYN,11211,40.71407,-73.954346,"(40.71407, -73.954346)",MARCY AVENUE                    ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3875054,PASSENGER VEHICLE,,,,
04/03/2018,14:20,,,40.546253,-74.158875,"(40.546253, -74.158875)",AMBOY ROAD                      ,,,0,0,0,0,0,0,0,0,Turning Improperly,Following Too Closely,,,,3874379,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:20,,,,,,PLAZA DRIVE                     ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Cell Phone (hand-held),Unsafe Speed,,,,3875647,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:20,,,,,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3882899,VAN,Van,,,
04/03/2018,14:20,STATEN ISLAND,10306,40.578197,-74.11703,"(40.578197, -74.11703)",RICHMOND ROAD                   ,OTIS AVENUE,,3,0,0,0,0,0,3,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3874525,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:23,BRONX,10462,40.840508,-73.85515,"(40.840508, -73.85515)",METROPOLITAN AVENUE             ,LINDEN DRIVE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876993,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:26,,,40.70145,-73.989624,"(40.70145, -73.989624)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874638,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:30,BRONX,10458,40.855755,-73.88544,"(40.855755, -73.88544)",BELMONT AVENUE                  ,EAST 188 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3874921,PASSENGER VEHICLE,,,,
04/03/2018,14:30,MANHATTAN,10004,40.70503,-74.013336,"(40.70503, -74.013336)",BROADWAY                        ,BEAVER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875417,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,14:30,QUEENS,11436,40.667976,-73.79814,"(40.667976, -73.79814)",135 AVENUE                      ,140 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874850,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,14:30,,,40.69832,-73.962265,"(40.69832, -73.962265)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874555,PICK-UP TRUCK,PICK-UP TRUCK,,,
04/03/2018,14:32,QUEENS,11377,40.741863,-73.90751,"(40.741863, -73.90751)",QUEENS BOULEVARD                ,58 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874723,SPORT UTILITY / STATION WAGON,,,,
04/03/2018,14:35,,,40.710827,-73.77066,"(40.710827, -73.77066)",JAMAICA AVENUE                  ,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3874732,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:37,,,40.760456,-73.98374,"(40.760456, -73.98374)",WEST 49 STREET                  ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3874478,VN,TAXI,,,
04/03/2018,14:40,,,40.70052,-74.01551,"(40.70052, -74.01551)",BROOKLYN BATTERY TUNNEL         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3876410,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/03/2018,14:40,MANHATTAN,10001,40.747982,-73.98748,"(40.747982, -73.98748)",,,44        WEST 32 STREET                ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3874463,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,14:42,,,40.672886,-73.99922,"(40.672886, -73.99922)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874636,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:45,BROOKLYN,11212,40.669403,-73.912605,"(40.669403, -73.912605)",PITKIN AVENUE                   ,BRISTOL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874725,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:45,,,40.68611,-73.994095,"(40.68611, -73.994095)",BALTIC STREET                   ,COURT STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874838,PASSENGER VEHICLE,,,,
04/03/2018,14:45,,,40.803585,-73.91552,"(40.803585, -73.91552)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874736,SPORT UTILITY / STATION WAGON,TAXI,,,
04/03/2018,14:47,QUEENS,11423,40.720726,-73.760185,"(40.720726, -73.760185)",,,205-01    HILLSIDE AVENUE               ,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3874943,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:50,BROOKLYN,11203,40.655945,-73.94147,"(40.655945, -73.94147)",EAST 39 STREET                  ,CLARKSON AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3875619,PASSENGER VEHICLE,,,,
04/03/2018,14:50,QUEENS,11374,40.727383,-73.864105,"(40.727383, -73.864105)",AUSTIN STREET                   ,63 DRIVE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3874706,PASSENGER VEHICLE,,,,
04/03/2018,14:53,BROOKLYN,11239,40.646065,-73.87979,"(40.646065, -73.87979)",,,1460      PENNSYLVANIA AVENUE           ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3874895,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2018,14:55,,,40.773808,-73.8929,"(40.773808, -73.8929)",19 AVENUE                       ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3878577,MOTORCYCLE,PASSENGER VEHICLE,,,
04/03/2018,14:57,BROOKLYN,11224,40.575573,-73.99432,"(40.575573, -73.99432)",WEST 28 STREET                  ,MERMAID AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3875238,DP,,,,
04/03/2018,14:58,MANHATTAN,10018,40.75834,-73.996414,"(40.75834, -73.996414)",WEST 40 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3876210,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/03/2018,15:00,BRONX,10456,40.82345,-73.90617,"(40.82345, -73.90617)",,,665       EAST 163 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874518,PASSENGER VEHICLE,,,,
